Query	Hit_Accession	Hit_Description
AIPGENE27260	sp|P26818|ARBK2_BOVIN	Beta-adrenergic receptor kinase 2 OS=Bos taurus GN=ADRBK2 PE=2 SV=1
AIPGENE27261	sp|Q6P9F0|CCD62_HUMAN	Coiled-coil domain-containing protein 62 OS=Homo sapiens GN=CCDC62 PE=1 SV=2
AIPGENE27262	sp|Q6P9F0|CCD62_HUMAN	Coiled-coil domain-containing protein 62 OS=Homo sapiens GN=CCDC62 PE=1 SV=2
AIPGENE27263	gi|556105386|gb|ESO94038.1|	hypothetical protein LOTGIDRAFT_153519 [Lottia gigantea]
AIPGENE27264	sp|Q8CFE5|BTBD7_MOUSE	BTB/POZ domain-containing protein 7 OS=Mus musculus GN=Btbd7 PE=2 SV=1
AIPGENE27265		
AIPGENE27266	sp|Q9C098|DCLK3_HUMAN	Serine/threonine-protein kinase DCLK3 OS=Homo sapiens GN=DCLK3 PE=1 SV=2
AIPGENE27267	sp|P54362|AP3D_DROME	AP-3 complex subunit delta OS=Drosophila melanogaster GN=g PE=1 SV=4
AIPGENE27268	sp|Q75JG8|DPH5_DICDI	Diphthine synthase OS=Dictyostelium discoideum GN=dph5 PE=3 SV=1
AIPGENE27269	tr|B3S9X1|B3S9X1_TRIAD	Putative uncharacterized protein OS=Trichoplax adhaerens GN=TRIADDRAFT_64314 PE=4 SV=1
AIPGENE27270		
AIPGENE27271	sp|Q9D5I4|TC1D1_MOUSE	Tctex1 domain-containing protein 1 OS=Mus musculus GN=Tctex1d1 PE=2 SV=1
AIPGENE27272	sp|Q6ECI4|ZN470_HUMAN	Zinc finger protein 470 OS=Homo sapiens GN=ZNF470 PE=2 SV=3
AIPGENE27273	sp|Q16651|PRSS8_HUMAN	Prostasin OS=Homo sapiens GN=PRSS8 PE=1 SV=1
AIPGENE27274	sp|Q12288|YL126_YEAST	Putative glutamine amidotransferase YLR126C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR126C PE=1 SV=1
AIPGENE27275	sp|Q66IC8|TC1D1_DANRE	Tctex1 domain-containing protein 1 OS=Danio rerio GN=tctex1d1 PE=2 SV=1
AIPGENE27276	tr|A0Y767|A0Y767_9GAMM	Signal recognition particle receptor FtsY OS=Alteromonadales bacterium TW-7 GN=ftsY PE=3 SV=1
AIPGENE27277		
AIPGENE27278	sp|Q8BYK4|RDH12_MOUSE	Retinol dehydrogenase 12 OS=Mus musculus GN=Rdh12 PE=2 SV=1
AIPGENE27279	sp|Q9Z254|GIPC1_RAT	PDZ domain-containing protein GIPC1 OS=Rattus norvegicus GN=Gipc1 PE=1 SV=2
AIPGENE27280	tr|C3ZPG8|C3ZPG8_BRAFL	Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_99261 PE=4 SV=1
AIPGENE27281	tr|A7S4P1|A7S4P1_NEMVE	Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g206757 PE=4 SV=1
AIPGENE27282	sp|P28021|CSK2B_XENLA	Casein kinase II subunit beta OS=Xenopus laevis GN=csnk2b PE=1 SV=1
AIPGENE27283	sp|Q80XJ3|TTC28_MOUSE	Tetratricopeptide repeat protein 28 OS=Mus musculus GN=Ttc28 PE=2 SV=3
AIPGENE27284	sp|Q5U4S8|CEGTB_XENLA	Ceramide glucosyltransferase-B OS=Xenopus laevis GN=ugcg-b PE=2 SV=1
AIPGENE27285	sp|Q5RDY9|F151A_PONAB	Protein FAM151A OS=Pongo abelii GN=FAM151A PE=2 SV=1
AIPGENE27286	sp|O01159|RSP7_CAEEL	Probable splicing factor, arginine/serine-rich 7 OS=Caenorhabditis elegans GN=rsp-7 PE=3 SV=3
AIPGENE27287	sp|A7SN31|MTAP_NEMVE	S-methyl-5'-thioadenosine phosphorylase OS=Nematostella vectensis GN=v1g214799 PE=3 SV=1
AIPGENE27288	sp|O88696|CLPP_MOUSE	ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Mus musculus GN=Clpp PE=1 SV=1
AIPGENE27289	sp|P70187|HIAT1_MOUSE	Hippocampus abundant transcript 1 protein OS=Mus musculus GN=Hiat1 PE=2 SV=3
AIPGENE27290	sp|Q29011|PGCA_PIG	Aggrecan core protein (Fragments) OS=Sus scrofa GN=ACAN PE=1 SV=3
AIPGENE27291	sp|Q8BYR1|TYW4_MOUSE	tRNA wybutosine-synthesizing protein 4 OS=Mus musculus GN=Lcmt2 PE=2 SV=4
AIPGENE27292	sp|C6FG12|NLRC5_ICTPU	Protein NLRC5 OS=Ictalurus punctatus GN=nlrc5 PE=2 SV=1
AIPGENE27293		
AIPGENE27294	sp|Q66IC8|TC1D1_DANRE	Tctex1 domain-containing protein 1 OS=Danio rerio GN=tctex1d1 PE=2 SV=1
AIPGENE27295	sp|Q921Y2|IMP3_MOUSE	U3 small nucleolar ribonucleoprotein protein IMP3 OS=Mus musculus GN=Imp3 PE=2 SV=1
AIPGENE27296	sp|Q58CV6|KLDC3_BOVIN	Kelch domain-containing protein 3 OS=Bos taurus GN=KLHDC3 PE=2 SV=2
AIPGENE27297		
AIPGENE27298	sp|Q0IJ05|OSBL9_XENTR	Oxysterol-binding protein-related protein 9 OS=Xenopus tropicalis GN=osbpl9 PE=2 SV=1
AIPGENE27299	sp|A7RX69|TIKI1_NEMVE	Metalloprotease TIKI homolog OS=Nematostella vectensis GN=v1g27680 PE=2 SV=2
AIPGENE27300	sp|A7RX69|TIKI1_NEMVE	Metalloprotease TIKI homolog OS=Nematostella vectensis GN=v1g27680 PE=2 SV=2
AIPGENE27301		
AIPGENE27302	sp|P37193|ADXH_DROME	Adrenodoxin-like protein, mitochondrial OS=Drosophila melanogaster GN=Fdxh PE=2 SV=3
AIPGENE27303	tr|A7S1F7|A7S1F7_NEMVE	Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g100718 PE=4 SV=1
AIPGENE27304	sp|Q96AY4|TTC28_HUMAN	Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4
AIPGENE27305	sp|Q9H2P9|DPH5_HUMAN	Diphthine synthase OS=Homo sapiens GN=DPH5 PE=1 SV=2
AIPGENE27306	sp|P51688|SPHM_HUMAN	N-sulphoglucosamine sulphohydrolase OS=Homo sapiens GN=SGSH PE=1 SV=1
AIPGENE27307	gi|156362514|ref|XP_001625822.1|	predicted protein [Nematostella vectensis] >gi|156212672|gb|EDO33722.1| predicted protein [Nematostella vectensis]
AIPGENE27308		
AIPGENE27309	sp|Q8BYK4|RDH12_MOUSE	Retinol dehydrogenase 12 OS=Mus musculus GN=Rdh12 PE=2 SV=1
AIPGENE27310	sp|Q16832|DDR2_HUMAN	Discoidin domain-containing receptor 2 OS=Homo sapiens GN=DDR2 PE=1 SV=2
AIPGENE27311	sp|Q08AG5|ZN844_HUMAN	Zinc finger protein 844 OS=Homo sapiens GN=ZNF844 PE=2 SV=1
AIPGENE27312	sp|Q9H583|HEAT1_HUMAN	HEAT repeat-containing protein 1 OS=Homo sapiens GN=HEATR1 PE=1 SV=3
AIPGENE27313	sp|O54774|AP3D1_MOUSE	AP-3 complex subunit delta-1 OS=Mus musculus GN=Ap3d1 PE=1 SV=1
AIPGENE27314	sp|Q5U259|ELV1B_XENLA	ELAV-like protein 1-B OS=Xenopus laevis GN=elavl1-b PE=1 SV=1
AIPGENE27315		
AIPGENE27316	sp|Q61024|ASNS_MOUSE	Asparagine synthetase [glutamine-hydrolyzing] OS=Mus musculus GN=Asns PE=2 SV=3
AIPGENE27317	sp|P57784|RU2A_MOUSE	U2 small nuclear ribonucleoprotein A' OS=Mus musculus GN=Snrpa1 PE=1 SV=2
AIPGENE27318	tr|A7S2V2|A7S2V2_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g242460 PE=4 SV=1
AIPGENE27319	sp|Q6P2X9|MOT12_XENTR	Monocarboxylate transporter 12 OS=Xenopus tropicalis GN=slc16a12 PE=2 SV=1
AIPGENE27320	gi|432939930|ref|XP_004082633.1|	PREDICTED: protein KIAA0317-like [Oryzias latipes]
AIPGENE27321	sp|Q5R962|TRM11_PONAB	tRNA (guanine(10)-N2)-methyltransferase homolog OS=Pongo abelii GN=TRMT11 PE=2 SV=1
AIPGENE27322	sp|Q09474|T23O_CAEEL	Tryptophan 2,3-dioxygenase OS=Caenorhabditis elegans GN=C28H8.11 PE=1 SV=1
AIPGENE27323	sp|P48553|TPC10_HUMAN	Trafficking protein particle complex subunit 10 OS=Homo sapiens GN=TRAPPC10 PE=1 SV=2
AIPGENE27324		
AIPGENE27325	tr|Q5ARZ0|Q5ARZ0_EMENI	Predicted protein OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) GN=AN8940.2 PE=4 SV=1
AIPGENE27326	tr|A0A022T5J3|A0A022T5J3_9HYME	Reverse transcriptase-like protein-3 OS=Microplitis demolitor GN=K425_1007 PE=4 SV=1
AIPGENE27327	tr|B8KIF8|B8KIF8_9GAMM	Amidohydrolase OS=gamma proteobacterium NOR5-3 GN=NOR53_938 PE=4 SV=1
AIPGENE27328		
AIPGENE27329	sp|Q99PJ0|NTRI_MOUSE	Neurotrimin OS=Mus musculus GN=Ntm PE=2 SV=2
AIPGENE27330	sp|Q96JA1|LRIG1_HUMAN	Leucine-rich repeats and immunoglobulin-like domains protein 1 OS=Homo sapiens GN=LRIG1 PE=1 SV=2
AIPGENE27331		
AIPGENE27332	gi|156377019|ref|XP_001630655.1|	predicted protein [Nematostella vectensis] >gi|156217680|gb|EDO38592.1| predicted protein [Nematostella vectensis]
AIPGENE27333	tr|C3ZD57|C3ZD57_BRAFL	Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_88508 PE=4 SV=1
AIPGENE27334	sp|Q7SXN5|DNM1L_DANRE	Dynamin-1-like protein OS=Danio rerio GN=dnm1l PE=2 SV=1
AIPGENE27335	sp|Q8R1Q3|ANGL7_MOUSE	Angiopoietin-related protein 7 OS=Mus musculus GN=Angptl7 PE=2 SV=1
AIPGENE27336	gi|156399704|ref|XP_001638641.1|	predicted protein [Nematostella vectensis] >gi|156225763|gb|EDO46578.1| predicted protein [Nematostella vectensis]
AIPGENE27337		
AIPGENE27338		
AIPGENE27339	tr|A7T5I6|A7T5I6_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g222621 PE=4 SV=1
AIPGENE27340	gi|156405709|ref|XP_001640874.1|	predicted protein [Nematostella vectensis] >gi|156228010|gb|EDO48811.1| predicted protein [Nematostella vectensis]
AIPGENE27341	sp|Q01826|SATB1_HUMAN	DNA-binding protein SATB1 OS=Homo sapiens GN=SATB1 PE=1 SV=1
AIPGENE27342	sp|P31696|AGRIN_CHICK	Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3
AIPGENE27343	sp|A2AX52|CO6A4_MOUSE	Collagen alpha-4(VI) chain OS=Mus musculus GN=Col6a4 PE=1 SV=2
AIPGENE27344		
AIPGENE27345	gi|156408157|ref|XP_001641723.1|	predicted protein [Nematostella vectensis] >gi|156228863|gb|EDO49660.1| predicted protein [Nematostella vectensis]
AIPGENE27346	sp|Q3SWZ4|EXOS9_BOVIN	Exosome complex component RRP45 OS=Bos taurus GN=EXOSC9 PE=2 SV=1
AIPGENE27347	sp|Q9BYE2|TMPSD_HUMAN	Transmembrane protease serine 13 OS=Homo sapiens GN=TMPRSS13 PE=2 SV=4
AIPGENE27348	tr|W5KQW4|W5KQW4_ASTMX	Uncharacterized protein OS=Astyanax mexicanus PE=4 SV=1
AIPGENE27349	sp|Q9H2C2|ARV1_HUMAN	Protein ARV1 OS=Homo sapiens GN=ARV1 PE=2 SV=1
AIPGENE27350	sp|Q7Z2H8|S36A1_HUMAN	Proton-coupled amino acid transporter 1 OS=Homo sapiens GN=SLC36A1 PE=1 SV=1
AIPGENE27351	sp|Q9C040|TRIM2_HUMAN	Tripartite motif-containing protein 2 OS=Homo sapiens GN=TRIM2 PE=1 SV=1
AIPGENE27352	sp|P31646|S6A13_RAT	Sodium- and chloride-dependent GABA transporter 2 OS=Rattus norvegicus GN=Slc6a13 PE=1 SV=1
AIPGENE27353	sp|Q761V0|SC6A5_MOUSE	Sodium- and chloride-dependent glycine transporter 2 OS=Mus musculus GN=Slc6a5 PE=2 SV=1
AIPGENE27354	sp|P51410|RL9_MOUSE	60S ribosomal protein L9 OS=Mus musculus GN=Rpl9 PE=1 SV=2
AIPGENE27355	sp|P51410|RL9_MOUSE	60S ribosomal protein L9 OS=Mus musculus GN=Rpl9 PE=1 SV=2
AIPGENE27356	sp|P51410|RL9_MOUSE	60S ribosomal protein L9 OS=Mus musculus GN=Rpl9 PE=1 SV=2
AIPGENE27357	sp|A1A4L5|ALKB8_BOVIN	Alkylated DNA repair protein alkB homolog 8 OS=Bos taurus GN=ALKBH8 PE=2 SV=1
AIPGENE27358	sp|A6QLT2|MTMR2_BOVIN	Myotubularin-related protein 2 OS=Bos taurus GN=MTMR2 PE=2 SV=1
AIPGENE27359	tr|C3ZUM2|C3ZUM2_BRAFL	Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_127392 PE=4 SV=1
AIPGENE27360	sp|O94256|SET6_SCHPO	SET domain and MYND-type zinc finger protein 6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=set6 PE=3 SV=1
AIPGENE27361		
AIPGENE27362	sp|Q8WV99|ZFN2B_HUMAN	AN1-type zinc finger protein 2B OS=Homo sapiens GN=ZFAND2B PE=1 SV=1
AIPGENE27363	tr|A7TDB1|A7TDB1_NEMVE	Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g227809 PE=4 SV=1
AIPGENE27364	gi|585681397|ref|XP_006819863.1|	PREDICTED: uncharacterized protein LOC100378477 [Saccoglossus kowalevskii]
AIPGENE27365	sp|Q8N5G0|SMI20_HUMAN	Small integral membrane protein 20 OS=Homo sapiens GN=SMIM20 PE=1 SV=2
AIPGENE27366	sp|Q5ZQU2|NPAS2_CHICK	Neuronal PAS domain-containing protein 2 OS=Gallus gallus GN=NPAS2 PE=1 SV=1
AIPGENE27367	sp|Q6NYV5|SP30L_DANRE	Histone deacetylase complex subunit SAP30L OS=Danio rerio GN=sap30l PE=2 SV=1
AIPGENE27368	tr|A7SBF9|A7SBF9_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g209688 PE=4 SV=1
AIPGENE27369	sp|P61315|G3ST3_MOUSE	Galactose-3-O-sulfotransferase 3 OS=Mus musculus GN=Gal3st3 PE=2 SV=1
AIPGENE27370	sp|Q06725|N2F1A_DANRE	Nuclear receptor subfamily 2 group F member 1-A OS=Danio rerio GN=nr2f1a PE=2 SV=1
AIPGENE27371	sp|Q06725|N2F1A_DANRE	Nuclear receptor subfamily 2 group F member 1-A OS=Danio rerio GN=nr2f1a PE=2 SV=1
AIPGENE27372	sp|Q06725|N2F1A_DANRE	Nuclear receptor subfamily 2 group F member 1-A OS=Danio rerio GN=nr2f1a PE=2 SV=1
AIPGENE27373	sp|Q06725|N2F1A_DANRE	Nuclear receptor subfamily 2 group F member 1-A OS=Danio rerio GN=nr2f1a PE=2 SV=1
AIPGENE27374	sp|Q06725|N2F1A_DANRE	Nuclear receptor subfamily 2 group F member 1-A OS=Danio rerio GN=nr2f1a PE=2 SV=1
AIPGENE27375	sp|Q06725|N2F1A_DANRE	Nuclear receptor subfamily 2 group F member 1-A OS=Danio rerio GN=nr2f1a PE=2 SV=1
AIPGENE27376	sp|Q06725|N2F1A_DANRE	Nuclear receptor subfamily 2 group F member 1-A OS=Danio rerio GN=nr2f1a PE=2 SV=1
AIPGENE27377	sp|O97593|SMC1A_BOVIN	Structural maintenance of chromosomes protein 1A OS=Bos taurus GN=SMC1A PE=1 SV=1
AIPGENE27378	sp|Q9NY97|B3GN2_HUMAN	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens GN=B3GNT2 PE=1 SV=2
AIPGENE27379		
AIPGENE27380	sp|Q3LSS0|C19L2_DANRE	CWF19-like protein 2 OS=Danio rerio GN=cwf19l2 PE=2 SV=1
AIPGENE27381	sp|Q32N90|MBTD1_XENLA	MBT domain-containing protein 1 OS=Xenopus laevis GN=mbtd1 PE=2 SV=1
AIPGENE27382	sp|Q32N90|MBTD1_XENLA	MBT domain-containing protein 1 OS=Xenopus laevis GN=mbtd1 PE=2 SV=1
AIPGENE27383	sp|O42412|IOD3_CHICK	Type III iodothyronine deiodinase (Fragment) OS=Gallus gallus GN=DIO3 PE=2 SV=3
AIPGENE27384	sp|Q61212|NPY6R_MOUSE	Neuropeptide Y receptor type 6 OS=Mus musculus GN=Npy6r PE=2 SV=1
AIPGENE27385	sp|P49660|SSR4_MOUSE	Somatostatin receptor type 4 OS=Mus musculus GN=Sstr4 PE=1 SV=2
AIPGENE27386	gi|156401169|ref|XP_001639164.1|	predicted protein [Nematostella vectensis] >gi|156226290|gb|EDO47101.1| predicted protein [Nematostella vectensis]
AIPGENE27387	sp|Q8N5T2|TBC19_HUMAN	TBC1 domain family member 19 OS=Homo sapiens GN=TBC1D19 PE=2 SV=2
AIPGENE27388	sp|A1L1W9|MOT10_DANRE	Monocarboxylate transporter 10 OS=Danio rerio GN=slc16a10 PE=2 SV=1
AIPGENE27389		
AIPGENE27390	gi|156393808|ref|XP_001636519.1|	predicted protein [Nematostella vectensis] >gi|156223623|gb|EDO44456.1| predicted protein [Nematostella vectensis]
AIPGENE27391	gi|156393808|ref|XP_001636519.1|	predicted protein [Nematostella vectensis] >gi|156223623|gb|EDO44456.1| predicted protein [Nematostella vectensis]
AIPGENE27392		
AIPGENE27393		
AIPGENE27394	sp|Q6P5I8|YIPF5_DANRE	Protein YIPF5 OS=Danio rerio GN=yipf5 PE=2 SV=1
AIPGENE27395	sp|P26882|PPID_BOVIN	Peptidyl-prolyl cis-trans isomerase D OS=Bos taurus GN=PPID PE=1 SV=6
AIPGENE27396	sp|P62597|POTE1_CHICK	Protection of telomeres protein 1 OS=Gallus gallus GN=POT1 PE=1 SV=1
AIPGENE27397	gi|156386194|ref|XP_001633798.1|	predicted protein [Nematostella vectensis] >gi|156220873|gb|EDO41735.1| predicted protein [Nematostella vectensis]
AIPGENE27398	sp|Q9HCG7|GBA2_HUMAN	Non-lysosomal glucosylceramidase OS=Homo sapiens GN=GBA2 PE=1 SV=2
AIPGENE27399	sp|P70704|AT8A1_MOUSE	Probable phospholipid-transporting ATPase IA OS=Mus musculus GN=Atp8a1 PE=1 SV=1
AIPGENE27400	sp|Q9MYY3|VKGC_DELLE	Vitamin K-dependent gamma-carboxylase OS=Delphinapterus leucas GN=GGCX PE=2 SV=1
AIPGENE27401	gi|340379048|ref|XP_003388039.1|	PREDICTED: hypothetical protein LOC100633942 [Amphimedon queenslandica]
AIPGENE27402	sp|Q12766|HMGX3_HUMAN	HMG domain-containing protein 3 OS=Homo sapiens GN=HMGXB3 PE=2 SV=2
AIPGENE27403	sp|Q9VBW3|CAD96_DROME	Tyrosine kinase receptor Cad96Ca OS=Drosophila melanogaster GN=Cad96Ca PE=2 SV=2
AIPGENE27404	tr|K1Q5B6|K1Q5B6_CRAGI	28S ribosomal protein S29, mitochondrial OS=Crassostrea gigas GN=CGI_10006345 PE=4 SV=1
AIPGENE27405	sp|Q6GR66|T10B_XENLA	Mitochondrial import inner membrane translocase subunit Tim10 B OS=Xenopus laevis GN=timm10b PE=2 SV=1
AIPGENE27406	sp|Q06S87|HIUH_DANRE	5-hydroxyisourate hydrolase OS=Danio rerio GN=urah PE=1 SV=1
AIPGENE27407	sp|Q01664|TFAP4_HUMAN	Transcription factor AP-4 OS=Homo sapiens GN=TFAP4 PE=1 SV=2
AIPGENE27408	gi|156393808|ref|XP_001636519.1|	predicted protein [Nematostella vectensis] >gi|156223623|gb|EDO44456.1| predicted protein [Nematostella vectensis]
AIPGENE27409	sp|Q86UW6|N4BP2_HUMAN	NEDD4-binding protein 2 OS=Homo sapiens GN=N4BP2 PE=1 SV=2
AIPGENE27410	sp|Q8TAC1|RFESD_HUMAN	Rieske domain-containing protein OS=Homo sapiens GN=RFESD PE=1 SV=1
AIPGENE27411		
AIPGENE27412	sp|Q14094|CCNI_HUMAN	Cyclin-I OS=Homo sapiens GN=CCNI PE=1 SV=1
AIPGENE27413	sp|Q14094|CCNI_HUMAN	Cyclin-I OS=Homo sapiens GN=CCNI PE=1 SV=1
AIPGENE27414	sp|Q2QEI3|IOD1_XENLA	Type I iodothyronine deiodinase OS=Xenopus laevis GN=dio1 PE=2 SV=2
AIPGENE27415	sp|Q9VBW3|CAD96_DROME	Tyrosine kinase receptor Cad96Ca OS=Drosophila melanogaster GN=Cad96Ca PE=2 SV=2
AIPGENE27416	tr|A7SLX7|A7SLX7_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g214320 PE=4 SV=1
AIPGENE27417	sp|Q921G7|ETFD_MOUSE	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Mus musculus GN=Etfdh PE=1 SV=1
AIPGENE27418	gi|156401169|ref|XP_001639164.1|	predicted protein [Nematostella vectensis] >gi|156226290|gb|EDO47101.1| predicted protein [Nematostella vectensis]
AIPGENE27419	sp|O60841|IF2P_HUMAN	Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4
AIPGENE27420	sp|Q6XPS3|TPTE2_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2 OS=Homo sapiens GN=TPTE2 PE=1 SV=2
AIPGENE27421	sp|D3Z8N4|KLH20_RAT	Kelch-like protein 20 OS=Rattus norvegicus GN=Klhl20 PE=3 SV=1
AIPGENE27422	sp|Q09575|YRD6_CAEEL	Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1
AIPGENE27423	tr|A7SS82|A7SS82_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g247073 PE=4 SV=1
AIPGENE27424	tr|A7STV8|A7STV8_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g247384 PE=4 SV=1
AIPGENE27425	sp|P48804|FGF4_CHICK	Fibroblast growth factor 4 OS=Gallus gallus GN=FGF4 PE=2 SV=1
AIPGENE27426	sp|P62268|RS23_RAT	40S ribosomal protein S23 OS=Rattus norvegicus GN=Rps23 PE=1 SV=3
AIPGENE27427	sp|P51792|CLCN3_RAT	H(+)/Cl(-) exchange transporter 3 OS=Rattus norvegicus GN=Clcn3 PE=2 SV=2
AIPGENE27428	sp|A5D8S5|SH3R1_DANRE	E3 ubiquitin-protein ligase SH3RF1 OS=Danio rerio GN=sh3rf1 PE=2 SV=2
AIPGENE27429	sp|Q0P4F7|ACSF2_DANRE	Acyl-CoA synthetase family member 2, mitochondrial OS=Danio rerio GN=acsf2 PE=2 SV=1
AIPGENE27430		
AIPGENE27431		
AIPGENE27432	gi|156387717|ref|XP_001634349.1|	predicted protein [Nematostella vectensis] >gi|156221431|gb|EDO42286.1| predicted protein [Nematostella vectensis]
AIPGENE27433	sp|O86236|Y132A_HAEIN	Uncharacterized transposase-like protein HI_1328.1 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=HI_1328.1 PE=4 SV=1
AIPGENE27434	sp|Q14094|CCNI_HUMAN	Cyclin-I OS=Homo sapiens GN=CCNI PE=1 SV=1
AIPGENE27435		
AIPGENE27436	sp|P52486|UBCD4_DROME	Ubiquitin-conjugating enzyme E2-22 kDa OS=Drosophila melanogaster GN=UbcD4 PE=1 SV=2
AIPGENE27437	sp|Q18DN4|HMU_HALWD	Halomucin OS=Haloquadratum walsbyi (strain DSM 16790 / HBSQ001) GN=hmu PE=4 SV=1
AIPGENE27438	sp|Q91YB0|CLOCK_NANGA	Circadian locomoter output cycles protein kaput OS=Nannospalax galili GN=Clock PE=1 SV=1
AIPGENE27439	sp|Q3UVV9|VWA3A_MOUSE	von Willebrand factor A domain-containing protein 3A OS=Mus musculus GN=Vwa3a PE=2 SV=1
AIPGENE27440	sp|Q5DTZ6|RN150_MOUSE	RING finger protein 150 OS=Mus musculus GN=Rnf150 PE=2 SV=2
AIPGENE27441		
AIPGENE27442	sp|P16064|ICI1_PHAAN	Subtilisin inhibitor 1 OS=Phaseolus angularis PE=1 SV=1
AIPGENE27443	gi|156337083|ref|XP_001619795.1|	hypothetical protein NEMVEDRAFT_v1g223817 [Nematostella vectensis] >gi|156203654|gb|EDO27695.1| predicted protein [Nematostella vectensis]
AIPGENE27444	sp|Q8SQW2|CTK1_ENCCU	Probable CTD kinase subunit alpha homolog OS=Encephalitozoon cuniculi (strain GB-M1) GN=CTK1 PE=3 SV=1
AIPGENE27445	sp|Q2EG98|PK1L3_MOUSE	Polycystic kidney disease protein 1-like 3 OS=Mus musculus GN=Pkd1l3 PE=1 SV=2
AIPGENE27446		
AIPGENE27447	tr|C3ZD57|C3ZD57_BRAFL	Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_88508 PE=4 SV=1
AIPGENE27448	tr|C3Y9A8|C3Y9A8_BRAFL	Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_68052 PE=4 SV=1
AIPGENE27449	tr|C3ZUM2|C3ZUM2_BRAFL	Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_127392 PE=4 SV=1
AIPGENE27450	tr|B7UBD4|B7UBD4_DANRE	Nanor b OS=Danio rerio GN=nnrb PE=2 SV=1
AIPGENE27451	sp|Q27802|DYHC2_TRIGR	Cytoplasmic dynein 2 heavy chain 1 OS=Tripneustes gratilla GN=DYH1B PE=2 SV=2
AIPGENE27452	tr|F4W518|F4W518_ACREC	Pyroglutamyl-peptidase 1 OS=Acromyrmex echinatior GN=G5I_00507 PE=4 SV=1
AIPGENE27453	sp|Q9HBH1|DEFM_HUMAN	Peptide deformylase, mitochondrial OS=Homo sapiens GN=PDF PE=1 SV=1
AIPGENE27454		
AIPGENE27455	sp|Q9ULJ7|ANR50_HUMAN	Ankyrin repeat domain-containing protein 50 OS=Homo sapiens GN=ANKRD50 PE=1 SV=4
AIPGENE27456		
AIPGENE27457		
AIPGENE27458	sp|Q10126|YSM6_CAEEL	Putative uncharacterized transposon-derived protein F52C9.6 OS=Caenorhabditis elegans GN=F52C9.6 PE=5 SV=1
AIPGENE27459	tr|K7EZD3|K7EZD3_PELSI	Uncharacterized protein OS=Pelodiscus sinensis PE=4 SV=1
AIPGENE27460	gi|260824998|ref|XP_002607454.1|	hypothetical protein BRAFLDRAFT_69880 [Branchiostoma floridae] >gi|229292801|gb|EEN63464.1| hypothetical protein BRAFLDRAFT_69880 [Branchiostoma floridae]
AIPGENE27461	sp|O60235|TM11D_HUMAN	Transmembrane protease serine 11D OS=Homo sapiens GN=TMPRSS11D PE=1 SV=1
AIPGENE27462	sp|O60235|TM11D_HUMAN	Transmembrane protease serine 11D OS=Homo sapiens GN=TMPRSS11D PE=1 SV=1
AIPGENE27463	sp|Q5VYJ5|MALR1_HUMAN	MAM and LDL-receptor class A domain-containing protein 1 OS=Homo sapiens GN=MALRD1 PE=4 SV=3
AIPGENE27464	sp|P10394|POL4_DROME	Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=4 SV=1
AIPGENE27465	sp|P04323|POL3_DROME	Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster GN=pol PE=4 SV=1
AIPGENE27466		
AIPGENE27467	gi|340382755|ref|XP_003389883.1|	PREDICTED: hypothetical protein LOC100632304 [Amphimedon queenslandica]
AIPGENE27468	tr|A7TAV4|A7TAV4_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g224652 PE=4 SV=1
